contingent,units,beds,baths,sqft,rent,list_price,address,zip,urls,listings,lats,longs,year_built,street_address,city_state,list_date,original_price,propertyType,propertyType2
No,,3.0,2.0,1715.0,0.0,324900,"239 Dogwood Lane, Wisconsin Dells, WI",53965,https://www.homesnap.com/WI/Wisconsin-Dells/239-Dogwood-Lane/property/12667932,99292878,43.606626,-89.813788,2004.0,239 Dogwood Lane,"Wisconsin Dells, WI",2021-01-11,339900,1,1
No,,,0.0,,0.0,18000,"143 Arbor Drive, Wisconsin Dells, WI",53965,https://www.homesnap.com/WI/Wisconsin-Dells/143-Arbor-Drive,99246501,43.60008,-89.8137,,143 Arbor Drive,"Wisconsin Dells, WI",2021-01-11,18000,8,32
No,,3.0,2.5,1300.0,0.0,405000,"45 Hillman Road #5042M, Wisconsin Dells, WI",53965,https://www.homesnap.com/WI/Wisconsin-Dells/45-Hillman-Road/property/17815980,99246056,43.588479,-89.777247,2006.0,45 Hillman Road #5042M,"Wisconsin Dells, WI",2021-01-11,405000,4,4
No,,3.0,2.5,1437.0,0.0,269900,"865 Water Street, Prairie Du Sac, WI",53578,https://www.homesnap.com/WI/Prairie-Du-Sac/865-Water-Street,99285806,43.296225,-89.728263,,865 Water Street,"Prairie Du Sac, WI",2021-01-10,269900,1,1
No,,3.0,2.5,2393.0,0.0,979900,"9244 Spring Valley Road, Mazomanie, WI",53560,https://www.homesnap.com/WI/Mazomanie/9244-Spring-Valley-Road,99350388,43.163965,-89.697357,1981.0,9244 Spring Valley Road,"Mazomanie, WI",2021-01-10,979900,1,1
Yes,,3.0,1.0,1360.0,0.0,149900,"1326 Ash Street, Baraboo, WI",53913,https://www.homesnap.com/WI/Baraboo/1326-Ash-Street,99300683,43.478513,-89.740315,1901.0,1326 Ash Street,"Baraboo, WI",2021-01-09,149900,1,1
No,,3.0,1.0,1240.0,0.0,399000,"N2403 Hwy 188, West Point, WI",53555,https://www.homesnap.com/WI/West-Point/N2403-Hwy-188,99348393,43.362149,-89.625468,,N2403 Hwy 188,"West Point, WI",2021-01-09,399000,1,1
Yes,,4.0,2.0,1578.0,0.0,289900,"70 Me Lane, Reedsburg, WI",53959,https://www.homesnap.com/WI/Reedsburg/70-Me-Lane,99186034,43.558737,-90.010609,2018.0,70 Me Lane,"Reedsburg, WI",2021-01-08,289900,1,1
Yes,,3.0,2.0,1872.0,0.0,215000,"116 Thomas Road, Reedsburg, WI",53959,https://www.homesnap.com/WI/Reedsburg/116-Thomas-Road,99166935,43.551933,-90.01203,2006.0,116 Thomas Road,"Reedsburg, WI",2021-01-07,215000,1,1
Yes,,,0.0,,0.0,69900,"L35 E Redstone Drive, La Valle, WI",53941,https://www.homesnap.com/WI/La-Valle/L35-E-Redstone-Drive,99122600,43.61924,-90.08129,,L35 E Redstone Drive,"La Valle, WI",2021-01-07,69900,8,32
No,,3.0,2.0,1700.0,0.0,229900,"1350 Lake Street, Baraboo, WI",53913,https://www.homesnap.com/WI/Baraboo/1350-Lake-Street,99178638,43.450627,-89.731835,2021.0,1350 Lake Street,"Baraboo, WI",2021-01-07,209900,1,1
No,,3.0,2.0,1700.0,0.0,229900,"1352 Lake Street, Baraboo, WI",53913,https://www.homesnap.com/WI/Baraboo/1352-Lake-Street,99179163,43.450575,-89.731835,2021.0,1352 Lake Street,"Baraboo, WI",2021-01-07,209900,1,1
Yes,,,0.0,,0.0,79000,"645 N Wood Street, Spring Green, WI",53588,https://www.homesnap.com/WI/Spring-Green/645-N-Wood-Street,99257216,43.179837,-90.073904,,645 N Wood Street,"Spring Green, WI",2021-01-07,79000,8,32
No,,,0.0,,0.0,59900,"L2 Point of View Road, Merrimac, WI",53561,https://www.homesnap.com/WI/Merrimac/L2-Point-of-View-Road,99177244,43.3677,-89.66363,,L2 Point of View Road,"Merrimac, WI",2021-01-06,59900,8,32
No,,3.0,1.0,1626.0,0.0,199900,"2315 E Main Street, Reedsburg, WI",53959,https://www.homesnap.com/WI/Reedsburg/2315-E-Main-Street,99197932,43.532992,-89.974328,,2315 E Main Street,"Reedsburg, WI",2021-01-06,199900,1,1
Yes,,4.0,2.0,1914.0,0.0,159900,"635 N Pine Street, Reedsburg, WI",53959,https://www.homesnap.com/WI/Reedsburg/635-N-Pine-Street,99061078,43.539122,-90.00454,1925.0,635 N Pine Street,"Reedsburg, WI",2021-01-05,159900,1,1
