address,zip,units,list_price,rent,rent_estimate_beds,rent_estimate_sqft,beds,sqft,year_built,baths,mortgage,dp+close,1yr CF,1yr growth,3yr growth,5yr growth,unemploy %,family %,college %,poverty %,vacancy,med_age,price_to_rent,price_to_rent_est_sqft,price_to_rent_est_beds
"316 S Brookwood Drive, Mount Horeb, WI",53572,1,415000,NA,3308.680556,2494.503825,5,2245,2019,3,25798,18525,-37558,1,4.4,4.5,4.6,83.6,4,4.8,3.9,38.4,inf,13.86381251,10.45230349
"1863 Lewis Road, Mount Horeb, WI",53572,1,444900,NA,1471.875,2566.867572,3,2604,2013,2.5,27657,19572,-40135,1.9,4.2,11.6,3.2,87.9,4,5.6,3.9,45.6,inf,14.44367462,25.18895966
"1833 Danny Drive, Mount Horeb, WI",53572,1,699900,NA,3970.416667,5184.56786,6,4666,2015,4.5,43509,28497,-62107,1,4.4,4.5,4.6,83.6,4,4.8,3.9,38.4,inf,11.2497322,14.68989401
"208 Valley View Road, Mount Horeb, WI",53572,1,373000,NA,2955.208333,3843.366912,5,3552,2000,4,23187,17055,-33939,1,4.4,4.5,4.6,83.6,4,4.8,3.9,38.4,inf,8.087526912,10.51815298
"115 N Grove Street, Mount Horeb, WI",53572,1,365000,NA,2364.166667,3635.617349,4,3360,1915,2,22690,16775,-33250,1,4.4,4.5,4.6,83.6,4,4.8,3.9,38.4,inf,8.366300341,12.86570321
"2160 Wisconsin 92 Trunk, Mount Horeb, WI",53572,1,449900,NA,1471.875,2653.612713,3,2692,1900,2,27968,19746,-40566,1,4.4,4.5,4.6,83.6,4,4.8,3.9,38.4,inf,14.12853748,25.47204529
"210 Nesheim Trail, Mount Horeb, WI",53572,1,277500,NA,2364.166667,2055.855049,4,1900,1959,2,17250,13713,-25710,1,4.4,4.5,4.6,83.6,4,4.8,3.9,38.4,inf,11.24836112,9.781459288
"305 Perimeter Road, Mount Horeb, WI",53572,1,299900,NA,2646.944444,2777.843903,4,2500,1987,2.5,18643,14497,-27641,1,4.4,4.5,4.6,83.6,4,4.8,3.9,38.4,inf,8.996785831,9.441704271
"712 Parkway Drive, Mount Horeb, WI",53572,1,327500,NA,2955.208333,3029.681124,5,2800,1993,3.5,20359,15463,-30019,1,4.4,4.5,4.6,83.6,4,4.8,3.9,38.4,inf,9.008098723,9.235107508
"517 Glacier Trail, Mount Horeb, WI",53572,1,324900,NA,1773.125,1672.816792,3,1546,2010,2.5,20197,15372,-29795,1,4.4,4.5,4.6,83.6,4,4.8,3.9,38.4,inf,16.18527512,15.26965104
"411 Lake Street, Mount Horeb, WI",53572,1,222200,NA,1182.083333,942.4472354,2,871,,1,13813,11777,-20946,1,4.4,4.5,4.6,83.6,4,4.8,3.9,38.4,inf,19.64743062,15.66443426
"105 Agnes Court, Mount Horeb, WI",53572,1,425000,NA,2646.944444,3762.311782,4,3386,2006,3.5,26420,18875,-38420,1,4.4,4.5,4.6,83.6,4,4.8,3.9,38.4,inf,9.413538462,13.38020779
"102 Lauryn Court, Mount Horeb, WI",53572,1,269000,NA,1773.125,2525.455623,3,2334,2003,2.5,16722,13415,-24978,1,4.4,4.5,4.6,83.6,4,4.8,3.9,38.4,inf,8.87628611,12.6424627
"401 Riphahn Court, Mount Horeb, WI",53572,1,399900,NA,2955.208333,3246.086919,5,3000,1994,2.5,24859,17996,-36257,1,4.4,4.5,4.6,83.6,4,4.8,3.9,38.4,inf,10.26620692,11.27670074
"2209 Wood View Drive, Stoughton, WI",53589,1,234900,NA,1635,1806.714464,3,1810,1999,2,14602,12222,-22040,-0.9,0.7,-0.2,2.4,82.7,4.9,7.8,0,41,inf,10.83458421,11.97247706
"5510 County Road Tt, Marshall, WI",53559,1,599900,NA,2303.055556,2161.135913,4,2294,1916,2,37292,24997,-53490,,,,4.9,89.3,4.3,11.8,1.8,36.3,inf,23.13212527,21.70666988
"N6680 County Road O, Marshall, WI",53559,1,435000,NA,2166.944444,2581.215712,4,2958,1980,3.5,27041,19225,-39281,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,14.04377008,16.72862454
"811 Winery Way, Cambridge, WI",53523,1,700000,NA,2209.722222,2814.194732,4,3190,2019,2.5,43515,28500,-62115,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,20.72825049,26.39849151
"716 Kenseth Way, Cambridge, WI",53523,1,650000,NA,2209.722222,2823.016659,4,3200,2019,2.5,40407,26750,-57807,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,19.18751223,24.51288498
"703 Vineyard Crossing, Cambridge, WI",53523,1,600000,NA,2209.722222,2518.660175,4,2855,2019,2.5,37298,25000,-53498,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,19.85182459,22.62727844
"601 Vineyard Drive, Cambridge, WI",53523,1,450000,NA,1657.291667,1808.495047,3,2050,2019,2,27974,19750,-40574,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,20.73547288,22.62727844
"708 Vineyard Crossing, Cambridge, WI",53523,1,650000,NA,2209.722222,2677.454862,4,3035,2019,2.5,40407,26750,-57807,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,20.2306554,24.51288498
"709 Vineyard Crossing, Cambridge, WI",53523,1,460000,NA,1657.291667,1999.930864,3,2267,2019,2.5,28595,20100,-41435,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,19.16732924,23.13010685
"702 Vineyard Crossing, Cambridge, WI",53523,1,450000,NA,1657.291667,1999.930864,3,2267,2019,2.5,27974,19750,-40574,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,18.75064817,22.62727844
"603 Vineyard Drive, Cambridge, WI",53523,1,450000,NA,1657.291667,1535.015308,3,1740,2019,2,27974,19750,-40574,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,24.4297238,22.62727844
"5011 Enchanted Valley Road, Cross Plains, WI",53528,1,750000,NA,2452.75,2760.715516,3,2100,2005,2,46623,30250,-66423,2.9,5.4,6,3.4,87,3.1,3.7,3.3,39.7,inf,22.63905848,25.48160228
"1813 Saeman Street, Cross Plains, WI",53528,1,224900,NA,2149.5,1602.438233,3,1365,1956,2,13981,11872,-21179,2.9,5.4,6,3.4,87,3.1,3.7,3.3,39.7,inf,11.69571861,8.719081957
"1994 Lewis Street, Cross Plains, WI",53528,1,339900,NA,2866,3022.914616,4,2575,2004,3,21130,15897,-31088,2.9,5.4,6,3.4,87,3.1,3.7,3.3,39.7,inf,9.37009595,9.883112352
"2108 Center Street, Cross Plains, WI",53528,1,289000,NA,2149.5,2077.88694,3,1770,1978,1.5,17965,14115,-26701,2.9,5.4,6,3.4,87,3.1,3.7,3.3,39.7,inf,11.59030016,11.20415601
"7880 Serene Court, Cross Plains, WI",53528,1,824900,NA,3280.555556,6597.673063,4,4957,1999,3.5,51279,32872,-72877,6.2,7.2,14.3,3,93,4.9,1.3,1.3,42,inf,10.41907745,20.95427604
"8014 W Hill Point Road, Cross Plains, WI",53528,1,849000,NA,4087.916667,3786.124136,5,2880,1999,2,52777,33715,-74953,2.9,8.2,11.8,2.4,88.3,4.5,3.2,7,47.7,inf,18.68665619,17.30710427
"4575 Garfoot Road, Cross Plains, WI",53528,1,399900,NA,2157,1950.624733,3,1679,1988,3,24859,17996,-36257,2.9,8.2,11.8,2.4,88.3,4.5,3.2,7,47.7,inf,17.0842702,15.44969866
"1120 Gils Way, Cross Plains, WI",53528,1,355000,NA,2149.5,3301.140155,3,2812,1999,3,22068,16425,-32388,2.9,5.4,6,3.4,87,3.1,3.7,3.3,39.7,inf,8.961550235,13.76289059
"3126 Melody Parkway, Cross Plains, WI",53528,1,389000,NA,3270.333333,3886.035745,4,2956,1994,3.5,24182,17615,-35318,2.9,5.4,6,3.4,87,3.1,3.7,3.3,39.7,inf,8.341834403,9.912343288
"926 Skylark Lane, de Forest, WI",53532,1,385000,NA,1722.5,1917.097296,3,1825,2017,2,23933,17475,-34973,,,,3.3,86.2,6.4,5.5,0,34.6,inf,16.7353704,18.62602806
"6886 Tuscan Ridge Circle, de Forest, WI",53532,1,428750,NA,2296.666667,3161.897458,4,3010,2019,3,26653,19006,-38743,,,,3.2,90.2,5.5,4.4,0.6,35.9,inf,11.29991315,15.55696662
"4614 Sunburst Drive, de Forest, WI",53532,1,324900,NA,2296.666667,2337.283005,4,2225,2006,2.5,20197,15372,-29795,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,11.58396307,11.78882438
"6908 Larkspur Lane, Deforest, WI",53532,1,482500,NA,2870.833333,3386.696812,5,3224,2013,3,29994,20888,-43374,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,11.87243369,14.00580552
"6234 Fountainhead Circle, Deforest, WI",53532,1,489900,NA,1722.5,2221.731935,3,2115,2019,2.5,30454,21146,-44012,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,18.37530413,23.70101597
"4370 Cradle Hill Drive, de Forest, WI",53532,1,320000,NA,1722.5,1941.257974,3,1848,2013,2.5,19892,15200,-29372,,,,3.3,86.2,6.4,5.5,0,34.6,inf,13.73679697,15.48137397
"W9370 U S 12, Cambridge, WI",53523,1,178000,NA,1601.041667,1109.03717,3,1300,2014,2,11065,10230,-17137,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,13.374965,9.264801561
"6970 White Deer Lane, de Forest, WI",53532,1,358000,NA,1722.5,1712.256763,3,1630,1995,2,22255,16530,-32647,,,,3.2,90.2,5.5,4.4,0.6,35.9,inf,17.42339933,17.31978713
"6805 Conservancy Plaza, de Forest, WI",53532,1,319900,NA,1148.333333,1575.696408,2,1500,2018,2,19886,15197,-29364,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,16.91844521,23.21480406
"7327 Springhelt Drive, Dane, WI",53529,1,575000,NA,3031.597222,3463.139914,5,3414,2005,3,35744,24125,-51344,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,13.83619139,15.80574963
"3713 County Road P, Cross Plains, WI",53528,1,259900,NA,4288.888889,2279.111723,5,1710,1948,1,16156,13096,-24194,2.9,8.2,11.8,2.4,88.3,4.5,3.2,7,47.7,inf,9.50297132,5.049870466
"3014 Shady Circle, Cross Plains, WI",53528,1,464900,NA,3362.666667,3013.430806,4,2400,2019,2.5,28900,20272,-41858,2.9,5.4,6,3.4,87,3.1,3.7,3.3,39.7,inf,12.85633192,11.5211142
"4250 Cleveland Road, Cross Plains, WI",53528,1,450000,NA,2657.416667,5131.827304,3,3902,1994,3.5,27974,19750,-40574,2.9,8.2,11.8,2.4,88.3,4.5,3.2,7,47.7,inf,7.30733865,14.11144909
"2315 Hickory Street, Cross Plains, WI",53528,1,269900,NA,2149.5,2076.712992,3,1769,1966,2,16778,13446,-25056,2.9,5.4,6,3.4,87,3.1,3.7,3.3,39.7,inf,10.8304165,10.46367372
"945 Lavender Way, Deforest, WI",53532,1,369900,NA,1722.5,2044.203473,3,1946,2018,2.5,22994,16946,-33672,,,,3.3,86.2,6.4,5.5,0,34.6,inf,15.07922299,17.89550073
"4818 Innovation Drive, Deforest, WI",53532,1,356900,NA,1722.5,1651.329835,3,1572,2019,2,22186,16492,-32552,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,18.01073658,17.26656991
"W9444 Golf Side Lane, Cambridge, WI",53523,1,495000,NA,1601.041667,2216.368128,3,2598,2013,3,30771,21325,-44451,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,18.61152914,25.76447625
"W8871 Deer Run Trail, Cambridge, WI",53523,1,409900,NA,1625.208333,2755.740101,3,3158,1985,3,25481,18346,-37119,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,12.39533921,21.01781823
"4558 Wisconsin 78 Trunk, Black Earth, WI",53515,1,967000,NA,3656.5,4823.774612,6,4669,1898,3,60113,37845,-85121,1.9,4.2,11.6,3.2,87.9,4,5.6,3.9,45.6,inf,16.7054516,22.03837914
"1727 Mills Street, Black Earth, WI",53515,1,229900,NA,1828.25,1829.707612,3,1771,1967,1.5,14291,12046,-21609,,,,3.7,81.6,4.9,8.7,6.2,42.3,inf,10.47070757,10.47905556
"1422 Spring Street, Black Earth, WI",53515,1,75000,NA,1828.25,1474.304213,3,1427,1865,1,4662,6625,-8262,,,,3.7,81.6,4.9,8.7,6.2,42.3,inf,4.239287892,3.41856967
"124 Main Street, Black Earth, WI",53515,1,349900,NA,1828.25,1859.668945,3,1800,,2,21751,16247,-31949,,,,3.7,81.6,4.9,8.7,6.2,42.3,inf,15.67931401,15.94876704
"9504 Union Valley Road, Black Earth, WI",53515,1,1250000,NA,3047.083333,6571.86342,5,6361,2000,4.5,77705,47750,-109505,1.9,4.2,11.6,3.2,87.9,4,5.6,3.9,45.6,inf,15.85040041,34.1856967
"4038 Red Hawk Run, Black Earth, WI",53515,1,359900,NA,2437.666667,3245.122308,4,3141,2018,3,22373,16596,-32811,,,,3.7,81.6,4.9,8.7,6.2,42.3,inf,9.242075896,12.30343224
"4212 County Road Jj, Black Earth, WI",53515,1,1750000,NA,2437.666667,5372.376951,4,5200,1971,4,108787,65250,-152587,1.9,4.2,11.6,3.2,87.9,4,5.6,3.9,45.6,inf,27.14502997,59.82496923
"10621 W Blue Mounds Road, Blue Mounds, WI",53517,1,540000,NA,2955.208333,4623.509801,5,4273,1999,3.5,33569,22900,-48329,1.9,4.2,11.6,3.2,87.9,4,5.6,3.9,45.6,inf,9.732865709,15.22735284
"N4084 Majestic Circle, Lake Ripley, WI",53523,1,289900,NA,1601.041667,1445.160743,3,1694,2019,2,18021,14147,-26779,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,16.7167102,15.08913468
"800 Winery Way, Cambridge, WI",53523,1,569000,NA,1601.041667,2055.984291,3,2410,2018,2.5,35371,23915,-50827,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,23.06275727,29.61613533
"804 Winery Way, Cambridge, WI",53523,1,534999,NA,2134.722222,2409.169975,4,2824,2018,3,33258,22725,-47898,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,18.50564737,20.88480156
"806 Winery Way, Cambridge, WI",53523,1,669000,NA,2209.722222,3287.932215,4,3727,2018,3.5,41588,27415,-59444,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,16.95594567,25.22941546
"W9019 Lakeview Drive, Lake Ripley, WI",53523,1,329000,NA,2166.944444,2263.581324,4,2594,1930,2,20452,15515,-30148,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,12.11207495,12.65222407
"704 Vineyard Crossing, Cambridge, WI",53523,1,470000,NA,1601.041667,1876.832133,3,2200,2019,2,29217,20450,-42297,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,20.86849749,24.46324008
"802 Winery Way, Cambridge, WI",53523,1,525000,NA,1601.041667,1933.990203,3,2267,2019,2.5,32636,22375,-47036,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,22.62162442,27.32595966
"805 Winery Way, Cambridge, WI",53523,1,874900,NA,2134.722222,3328.81772,4,3902,2018,3.5,54387,34622,-77185,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,21.90217052,34.15354587
"701 Vineyard Drive, Cambridge, WI",53523,1,374895,NA,1657.291667,1617.941423,3,1834,2019,2,23305,17121,-34102,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,19.30925902,18.85078567
"W9694 U S 12, Cambridge, WI",53523,1,489900,NA,2668.402778,2923.5926,5,3427,1897,4.5,30454,21146,-44012,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,13.9639839,15.29941444
"W9346 Ripley Road, Cambridge, WI",53523,1,499000,NA,1064.027778,2465.854505,2,2790,1913,2,31020,21465,-44796,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,16.86366055,39.08105991
"811 Chickadee Drive, Cambridge, WI",53523,1,414900,NA,2134.722222,3283.603128,4,3849,2004,3,25792,18522,-37550,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,10.52959163,16.19648666
"605 Vineyard Drive, Cambridge, WI",53523,1,550000,NA,1601.041667,2224.899183,3,2608,2019,2.5,34190,23250,-49190,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,20.60018435,28.62719584
"801 Winery Way, Cambridge, WI",53523,1,700000,NA,1601.041667,2107.170622,3,2470,2019,2,43515,28500,-62115,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,27.68325104,36.43461288
"N4549 E Shore Place Road, Cambridge, WI",53523,1,149900,NA,1083.472222,760.9263358,2,872,1940,1,9318,9246,-14716,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,16.41639418,11.52929112
"N4059 Majestic Circle, Cambridge, WI",53523,1,435000,NA,2134.722222,2483.390155,4,2911,2005,3,27041,19225,-39281,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,14.59698144,16.98113208
"216 E Main Street, Cambridge, WI",53523,1,270000,NA,1601.041667,2047.453236,3,2400,1865,2,16784,13450,-25064,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,10.98926198,14.05335068
"W9305 Red Feather Drive, Cambridge, WI",53523,1,315000,NA,1625.208333,1780.148767,3,2040,1994,2.5,19582,15025,-28942,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,14.74595859,16.15177541
"808 Winery Way, Cambridge, WI",53523,1,745000,NA,1657.291667,2385.449077,3,2704,2018,2.5,46312,30075,-65992,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,26.02584727,37.46071653
"N4424 Mehltretter Lane, Cambridge, WI",53523,1,299900,NA,1064.027778,615.1378981,2,696,1935,1,18643,14497,-27641,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,40.62774663,23.48779533
"2511 Hwy 73, Christiana, WI",53523,1,299900,NA,2134.722222,1748.013201,4,2049,1972,1.5,18643,14497,-27641,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,14.29718417,11.70722186
"703 Vineyard Drive, Cambridge, WI",53523,1,369599,NA,1601.041667,2027.831809,3,2377,2017,2.5,22976,16936,-33646,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,15.18859529,19.23742355
"N5166 County Road A, Cambridge, WI",53523,1,389000,NA,2166.944444,1879.627669,4,2154,,2,24182,17615,-35318,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,17.24632341,14.95962056
"101 Waverly Drive, Cambridge, WI",53523,1,159900,NA,1067.361111,941.8284887,2,1104,2002,2,9940,9596,-15578,-1.1,1.2,4.9,5.3,84.9,6.4,6,4.9,41,inf,14.14801119,12.48405986
"935 Lewellen Street, Marshall, WI",53559,1,179900,NA,1453.333333,1156.302447,3,1273,2009,1.5,11183,10296,-17301,,,,5.6,85,4.8,16.4,3.2,40.2,inf,12.96517767,10.31536697
"6462 Revere Pass, de Forest, WI",53532,1,599800,NA,2296.666667,2671.330643,4,2543,2019,3,37286,24993,-53481,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,18.71102458,21.76342525
"815 Woods Glen Court, de Forest, WI",53532,1,560000,NA,2340.833333,5466.696743,4,5228,2004,4,34812,23600,-50052,,,,3.2,90.2,5.5,4.4,0.6,35.9,inf,8.536538399,19.93592026
"5179 Lodgecliffe Lane, McFarland, WI",53558,1,434900,NA,1620,2066.360515,3,1979,2019,2,27035,19222,-39273,5.8,3.4,9.7,3.4,82,3.5,2.8,1.6,41.7,inf,17.5388885,22.37139918
"2901 Bible Camp Road, Mc Farland, WI",53558,1,825000,NA,2700,3010.26648,5,2883,1950,3,51285,32875,-72885,1.6,1.8,-0.8,4.4,84.8,4.1,6.3,9.7,51.5,inf,22.83850963,25.46296296
"5680 N Peninsula Way, McFarland, WI",53558,1,549900,NA,2784.444444,2846.908748,5,2528,2018,3,34184,23247,-49182,5.8,3.4,9.7,3.4,82,3.5,2.8,1.6,41.7,inf,16.09640633,16.457502
"6108 Meadowsweet Trail, McFarland, WI",53558,1,439900,NA,2784.444444,2506.811263,5,2226,2019,3,27346,19396,-39704,5.8,3.4,9.7,3.4,82,3.5,2.8,1.6,41.7,inf,14.62349156,13.16540303
"6110 Shooting Star Tr, McFarland, WI",53558,1,444900,NA,2227.555556,2814.25038,4,2499,2019,2.5,27657,19572,-40135,5.8,3.4,9.7,3.4,82,3.5,2.8,1.6,41.7,inf,13.17402327,16.64380487
"5021 Lodgecliffe Lane, McFarland, WI",53558,1,429900,NA,2160,2553.975654,4,2446,2019,2.5,26724,19046,-38842,5.8,3.4,9.7,3.4,82,3.5,2.8,1.6,41.7,inf,14.02715016,16.58564815
"2484 Waubesa Hill Road, Mc Farland, WI",53558,1,470000,NA,3182.5,6062.002163,6,5728,1991,4,29217,20450,-42297,1.6,1.8,-0.8,4.4,84.8,4.1,6.3,9.7,51.5,inf,6.461011661,12.30688662
"5102 Meinders Road, Mc Farland, WI",53558,1,1179000,NA,1882.75,4438.919043,3,4170,1983,4,73291,45265,-103387,4.3,5.7,11,9.7,89.1,6.4,16.3,0,33.6,inf,22.13376704,52.18430487
"2304 County Road Ab, Mc Farland, WI",53558,1,914000,NA,2180,4759.345064,4,4768,2004,3.5,56818,35990,-80554,1.6,1.8,-0.8,4.4,84.8,4.1,6.3,9.7,51.5,inf,16.00360252,34.93883792
"0 Meadowsweet Trail, McFarland, WI",53558,1,409900,NA,1670.666667,2011.304993,3,1786,2019,2,25481,18346,-37119,5.8,3.4,9.7,3.4,82,3.5,2.8,1.6,41.7,inf,16.98316936,20.44592977
"6611 Sleepy Hollow Road, Mc Farland, WI",53558,1,238000,NA,540,552.3520527,1,529,1950,1,14795,12330,-22307,1.6,1.8,-0.8,4.4,84.8,4.1,6.3,9.7,51.5,inf,35.90705101,36.72839506
"0 White Daisy Court, McFarland, WI",53558,1,484900,NA,1670.666667,2305.230303,3,2047,2019,2,30143,20972,-43581,5.8,3.4,9.7,3.4,82,3.5,2.8,1.6,41.7,inf,17.5289789,24.18695132
"0 Meadowsweet Trail, McFarland, WI",53558,1,419900,NA,1670.666667,2230.904363,3,1981,2018,2,26103,18696,-37981,5.8,3.4,9.7,3.4,82,3.5,2.8,1.6,41.7,inf,15.6849694,20.94473264
"5404 Calico Court, Mc Farland, WI",53558,1,595000,NA,2342,3230.952988,4,2926,1996,2.5,36988,24825,-53068,4.3,5.7,11,9.7,89.1,6.4,16.3,0,33.6,inf,15.34634937,21.17136351
"5604 Lake Edge Road #101, Mc Farland, WI",53558,1,525000,NA,1080,1587.098526,2,1520,2018,2,32636,22375,-47036,5.8,3.4,9.7,3.4,82,3.5,2.8,1.6,41.7,inf,27.56602649,40.50925926
"5604 Lake Edge Road #202, Mc Farland, WI",53558,1,500000,NA,1080,1470.154424,2,1408,2018,2,31082,21500,-44882,5.8,3.4,9.7,3.4,82,3.5,2.8,1.6,41.7,inf,28.3416939,38.58024691
"5604 Lake Edge Road #102, Mc Farland, WI",53558,1,475000,NA,1080,1470.154424,2,1408,2018,2,29528,20625,-42728,5.8,3.4,9.7,3.4,82,3.5,2.8,1.6,41.7,inf,26.92460921,36.65123457
"1645 Berlin Road, Marshall, WI",53559,1,479900,NA,1937.777778,3257.266752,4,3586,1980,3.5,29832,20796,-43150,,,,4.9,89.3,4.3,11.8,1.8,36.3,inf,12.27767626,20.63790138
"1124 Berlin Road, Marshall, WI",53559,1,200000,NA,1453.333333,1362.493064,3,1500,,2,12433,11000,-19033,,,,5.6,85,4.8,16.4,3.2,40.2,inf,12.23247817,11.46788991
"442 Hubbell Street, Marshall, WI",53559,2,205000,NA,2095.277778,1997.373068,4,2220,1928,2,12744,11175,-19464,,,,5.6,85,4.8,16.4,3.2,40.2,inf,8.552900611,8.153254673
"1530 Traut Road, Marshall, WI",53559,1,349900,NA,2361.388889,1770.683256,4,1877,1977,3,21751,16247,-31949,,,,5.6,85,4.8,16.4,3.2,40.2,inf,16.46727795,12.34795906
"1184 Lea Drive, Marshall, WI",53559,1,355000,NA,2443.055556,2604.24955,4,2750,1999,3,22068,16425,-32388,,,,5.6,85,4.8,16.4,3.2,40.2,inf,11.35963845,12.10915293
"1784 Oaken Vale Road, Marshall, WI",53559,1,585000,NA,3072.083333,4560.452381,6,4800,2006,4.5,36366,24475,-52206,,,,4.9,89.3,4.3,11.8,1.8,36.3,inf,10.68972898,15.86871016
"5306 Wild Cherry Lane, Mc Farland, WI",53558,1,369750,NA,2227.555556,2873.936362,4,2552,1997,3.5,22985,16941,-33659,5.8,3.4,9.7,3.4,82,3.5,2.8,1.6,41.7,inf,10.72135779,13.83242717
"6852 Hwy 73, York, WI",53559,1,329900,NA,2171.111111,1769.960787,4,1958,1931,2,20508,15547,-30226,,,,5.6,85,4.8,16.4,3.2,40.2,inf,15.53235917,12.66248721
"4925 Oak Park Road, Marshall, WI",53559,1,539900,NA,1832.291667,1609.899722,3,1700,,1,33562,22896,-48320,,,,5.6,85,4.8,16.4,3.2,40.2,inf,27.94687523,24.55486072
"2069 County Road T, Marshall, WI",53559,1,574900,NA,2025.833333,3099.570913,4,3293,1978,4,35738,24122,-51336,,,,4.9,89.3,4.3,11.8,1.8,36.3,inf,15.45644048,23.64870424
"5297 Ridge Road, Marshall, WI",53559,1,849000,NA,1771.041667,4056.440064,3,4300,1998,2.5,52777,33715,-74953,,,,4.9,89.3,4.3,11.8,1.8,36.3,inf,17.44140155,39.94824138
"6307 Johnson Street, Mc Farland, WI",53558,1,300000,NA,2279.222222,2534.900912,4,2208,1978,3,18649,14500,-27649,5.8,3.4,9.7,3.4,82,3.5,2.8,1.6,41.7,inf,9.862318436,10.96865402
"3316 Brugger Place, Mc Farland, WI",53558,1,329900,NA,1756.5,2186.359165,3,1980,1974,2,20508,15547,-30226,4.3,5.7,11,9.7,89.1,6.4,16.3,0,33.6,inf,12.57417679,15.65139007
"6203 Exchange Street, Mc Farland, WI",53558,1,169900,NA,1139.611111,1161.829585,2,1012,1955,1,10562,9946,-16440,5.8,3.4,9.7,3.4,82,3.5,2.8,1.6,41.7,inf,12.18623929,12.42382879
"712 Water Tower Drive, Marshall, WI",53559,1,300000,NA,1937.777778,2895.751925,4,3188,2006,2.5,18649,14500,-27649,,,,5.6,85,4.8,16.4,3.2,40.2,inf,8.633336227,12.90137615
"938 Lavender Way, de Forest, WI",53532,1,382390,NA,2296.666667,2926.593461,4,2786,2019,2.5,23771,17384,-34748,,,,3.3,86.2,6.4,5.5,0,34.6,inf,10.8883703,13.87481858
"5007 Rustic Way, Mc Farland, WI",53558,1,499900,NA,2077.555556,3615.425737,4,3272,1988,3,31076,21496,-44874,5.8,3.4,9.7,3.4,82,3.5,2.8,1.6,41.7,inf,11.52238667,20.0516098
"4214 Morris Park Road, Mc Farland, WI",53558,1,900000,NA,2160,2804.570158,4,2686,2004,3.5,55948,35500,-79348,1.6,1.8,-0.8,4.4,84.8,4.1,6.3,9.7,51.5,inf,26.74206591,34.72222222
"6403 Portage Road, de Forest, WI",53532,1,569900,NA,2305,4502.113481,4,4240,1987,4.5,35427,23947,-50905,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,10.54874935,20.60375994
"4637 Mistflower Court, de Forest, WI",53532,1,499900,NA,2870.833333,3831.043199,5,3647,2014,3,31076,21496,-44874,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,10.87388765,14.51088534
"932 Lavender Way, de Forest, WI",53532,1,350390,NA,1722.5,2249.044006,3,2141,2019,2.5,21782,16264,-31991,,,,3.3,86.2,6.4,5.5,0,34.6,inf,12.98292367,16.95162071
